Product SKU,Warranty
BTW015,"<div id=""how-to-text""><p>Spot Area: Apply on spots by using cotton swabs at the last step of skincare. Entire Face: Spread thinly all throughout the face at the last step of skincare. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Aqua (Water), Methyl Trimethicone, Butylene Glycol, Glycerin, Sulfur, Acacia Senegal Gum, 1,2-Hexanediol, Cetearyl Alcohol, Sorbitan Isostearate, Polyglyceryl-3 Methylglucose Distearate, Glyceryl Stearate, Dicaprylyl Carbonate, Sodium Hyaluronate, Tocopherol, Caprylyl/Capryl Glucoside, Xanthan Gum, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Denatonium Benzoate, Disodium EDTA, Alcohol, Ethylhexylglycerin </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
INK006,"<div id=""how-to-text""><p>After cleansing and toning, apply a few drops on your face and neck. Pat gently for full absorption. Follow up with the remaining steps of your skincare. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Aqua, Butylene glycol, 1,2-Hexanediol, Beta-Glucan, Sodium PCA, Ethylhexylglycerin </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
INK002,"<div id=""how-to-text""><p>Apply 2-3 drops to clean skin. Gently pat into skin until fully absorbed. Use morning and night.Follow up with a moisturiser. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Melaleuca Alternifolia (Tea Tree) Leaf Water,  Centella Asiatica Leaf Water, Butylene Glycol, 1,2-Hexanediol, Niacinamide, Glycereth-26, Water, Centella Asiatica Extract, Sodium Hyaluronate, Glycerin, Betaine, Portulaca Oleracea Extract, Brassica Oleracea Italica (Broccoli) Extract, Medicago Sativa (Alfalfa) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Brassica Campestris (Rapeseed) Extract, Raphanus Sativus (Radish) Seed Extract, Cellulose Gum, Allantoin, Beta-Glucan, Caprylyl Glycol, Ethylhexylglycerin, Pentylene Glycol, Adenosine, Dipotassium Glycyrrhizate, Xanthan Gum, Chlorophyllin-Copper Complex </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
KLR002,"<div id=""how-to-text""><p>Apply warm water on your face and pump the Rich Moist Foaming Cleanser in to your hands. Using circular motions, massage it into the face. Rinse off thoroughly. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, Sodium Lauroyl Sarcosinate, Glycerin, Propylen Glycol, Lauric Acid, Caprylic/Capric Triglyceride, Sodium, Hyaluronate, Dimethyl Sulfone, Potassium Hydroxide, Glycyrrhiza Glabra (Licorice) Root Extract, Betaine, Stearic Acid, Chamaecyparis Obtusa Water, Ananas Sativus(Pineapple) Fruit Extract, Chlorphenesin, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Illicium Verum (Anise) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Nelumbium Speciosum Flower Extract, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Panthenol, Citric Acid, Pyridoxine, Linum Usitatissimum (Linseed) Seed Extract, Hibiscus Esculentus Fruit Extract, Aloe Barbadensis Leaf Juice, Arctium Lappa Root Extract, Hibiscus Mutabilis Flower Extract, Corchorus Olitorius Leaf Extract, Hydrolyzed Pea Protein, Lecithin, Olea Europaea (Olive) Fruit Oil, Phytosterols, Squalane, Butyrospermum Parkii (Shea Butter), Ceramide 3, Propanediol, Apium Graveolens (Celery) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Brassica Oleracea Italica (Broccoli) Extract, Brassica Rapa (Turnip) Leaf Extract, Daucus Carota Sativa (Carrot) Root Extract, Oryza Sativa (Rice) Bran Extract, Solanum, Lycopersicum (Tomato) Fruit/Leaf/Stem Extract, Lysine HCl, Proline, Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Tocopheryl Acetate, Panax Ginseng Callus Culture Extract, Piper Methysticum Leaf/Root/Stem Extract, Centella Asiatica Extract, Portulaca Oleracea Extract, Beta-Glucan, Papain. </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
URG0019,"<div id=""how-to-text""><p>Apply onto skin and gently massage to enhance absorption. Use after toner/mist or mix with 1-2 drops of URANG oil serum. Application Tips 1.After cleansing and toning, use individually or mix 1-2 drops of Urang Oil Serums with the Pink Everlasting Ampoule. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Urang Pink Everlasting Ampoule (35ml) **Helichrysum Italicum Flower Water(81.7%), Hydrolyzed Quinoa, **Glycerin, Betaine, **Centella Asiatica Extract, Chamaecyparis Obtusa Leaf Extract, Rosa Rugosa Leaf Extract, Melissa Officinalis Leaf Extract, Sclerotium Gum, Sodium Hyaluronate, Hydrolyzed Corn Starch, Sucrose, Methylcobalamin,**Citrus Paradisi (Grapefruit) Peel Oil, **Helichrysum Italicum Flower Oil, **Lavandula Angustifolia (Lavender) Oil, *Parfum(Fragrance), *Geraniol, *Linalool, *Citral, *Limonene **organic ingredient *From natural essential oils Methylcobalamin: Origin from non-GMO maize Urang Brightening Blue Oil Serum (30ml) Camellia Sinensis Seed Oil, Tocopherol, (-)-alpha-bisabolol, **Chamomilla Recutita (Matricaria) Flower Oil. (*Organic ingredient) </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
KLR001,"<div id=""how-to-text""><p>Use it as the first step of your skincare routine. Take an adequate amount of Gentle Black Deep Cleansing Oil into the palms of dry hands. Gently massage over a dry face. Rinse off with lukewarm water. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Black Currant Seed Oil, Soybean Oil, Sesame Seed Oil, Jojoba Oil Parkii (Shea Butter), Carapa Guaianensis Seed oil, Vaccinium Macrocarpon (Cranberry) Seed Oil, Caprylic/ CapricTriglycerideï¼ Cetyl Ethylhexanoateï¼ IsononylIsononanoateï¼ PEG-7 Glyceryl Cocoate, Isopropyl Myristate, Simmondsia Chinensis(Jojoba) seed oil, Glycine Soja (Soybean) oil, Sesamum Indicum (Sasame) Seed oil, Ribes Nigrum (Black Current) Seed oil, Tocopheryl Acetate, PEG- Glyceryl Triisostearate , Polysorbate 20, Fragrance, Butyrospermum Caprylic/ CapricTriglycerideï¼ Cetyl Ethylhexanoateï¼ IsononylIsononanoateï¼ PEG-7 Glyceryl Cocoate, Isopropyl Myristate, Simmondsia Chinensis(Jojoba) seed oil, Glycine Soja (Soybean) oil, Sesamum Indicum (Sasame) Seed oil, Ribes Nigrum (Black Current) Seed oil, Tocopheryl Acetate, PEG- Glyceryl Triisostearate , Polysorbate 20, Fragrance, Butyrospermum Parkii (She Butter), Carapa Guaianensis Seed oil, Vaccinium Macrocarpon (Cranberry) Seed Oil. </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
KLR007,"<div id=""how-to-text""><p>Gently spread a small amount over the face as the final step in your basic skincare routine. Gently pat your skin to absorb. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Caprylic/Capric Triglyceride, Glycerin, Cetyl Alcohol, Cyclopentasiloxane, Glyceryl Stearate, Sodium Hyaluronate, Cetyl Ethylhexanoate, Stearic Acid, Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Seed Oil, Beta-Glucan, Sorbitan Sesquioleate, Microcrystalline Wax, Betaine, Peg-100 Stearate, Ceramide 3, Polyquaternium-51, Sorbitan Stearate, Dimethicone, Tocopheryl Acetate, Carbomer, Arginine, Illicium Verum(Anise) Fruit Extract, Citrus Paradisi(Grapefruit) Fruit Extract, Nelumbium Speciosum Flower Extract, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Chlorphenesin, Disodium Adenosine Triphosphate, Algin, Carica Papaya (Papaya) Fruit Extract, Citric Acid, Portulaca Oleracea Extract, Natto Gum, Centella Asiatica Extract, Althaea Rosea Flower Extract, Aloe Barbadensis Leaf Extract, Disodium Edta, Apium Graveolens (Celery) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Brassica Oleracea Italica (Broccoli) Extract, Brassica Rapa (Turnip) Leaf Extract, Daucus Carota Sativa (Carrot) Root Extract, Oryza Sativa (Rice) Bran Extract, Solanum Lycopersicum (Tomato) Fruit/Leaf/Stem Extract, Lysine Hcl, Proline, Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Lavandula Angustifolia (Lavender) Oil, Eucalyptus Globulus Leaf Oil, Pelargonium Graveolens Flower Oil, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Cananga Odorata Flower Oil </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
SIO004,"<div id=""how-to-text""><p>Mix with a small amount of water and lather. Gently massage onto damp skin using circular motions. Rinse with lukewarm water.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>*Citrus Natsudaidai Peel Extract (56%), Decyl Glucoside, Glycerin, Houttuynia Cordata Extract (5%), Lauryl Glucoside, Polyglyceryl-5 Oleate, Salix Nigra (Willow) Bark Extract (2%), Xanthan Gum, Sodium Chloride, Pinus Sylvestris Leaf Extract, Cocos Nucifera (Coconut) Fruit Extract, Pentylene Glycol, Propanediol, Water, Citric Acid, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Gardenia Florida Fruit Extract, Pelargonium Graveolens Flower Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Helianthus Annuus (Sunflower) Seed Oil, Amyris Balsamifera Bark Oil, Anthemis Nobilis Flower Oil (* indicates organic farming) </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
CSRX024,"<div id=""how-to-text""><p>Use morning and night after cleansing. Soak a cotton pad and gently massage on to the skin from the inside to the outer edges.</p></div><div id=""ingredients-text""><p>Mineral Water, Centella Asiatica Leaf Water , Butylene Glycol, 1,2-Hexanediol, Betaine, Panthenol, Allantoin, Sodium Hyaluronate, Ethyl Hexanediol. </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
PUR003,"<div id=""how-to-text""><p>Apply on a clean face after toner. Follow up with a serum or moisturiser. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Butylene Glycol, Lactobacillus/Rice Ferment, Camellia Sinensis Leaf Extract, Taraxacum Platycarpum Extract, Morus Alba Bark Extract, Niacinamide, 1,2-Hexanediol, Bifida Ferment Lysate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Allantoin, Viscum Album (Mistletoe) Leaf Extract, Arginine, Caprylyl Glycol, Nelumbo Nucifera Flower Extract, Portulaca Oleracea, Extract, Sodium Hyaluronate, Adenosine, Perilla Ocymoides Seed Extract, Glycerin, Saccharomyces/Viscum Album (Mistletoe) Ferment Extract, Saccharomyces/Imperata Cylindrica Root Ferment Extract, Lactobacillus/Soybean Ferment Extract, Dipotassium Glycyrrhizate, Disodium EDTA </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BTW006,"<div id=""how-to-text""><p>Pour an adequate amount of powder into your hand and add a small amount of water to lather it. Gently apply to the face in circular motions to cleanse and exfoliate. Rinse off with lukewarm water. Please note: This product should not be used with other exfoliating products such as retinol, a high concentration of Vitamin C, AHA/ BHA etc. If you have sensitive skin use it only 1-2 times a week. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p></div><div id=""ingredients-text""><p>Sodium Bicarbonate, Sodium Lauroyl Glutamate, Sodium Cocoyl Isethionate, Zea Mays (Corn) Starch, Camellia Sinensis Leaf Powder(2%), Lysine HCL, Proline, Sodium Ascorbyl Phosphate, Acetyl Methionine, Theanine, Carica Papaya (Papaya) Fruit Extract, Sorbitol, Papain, Betaine, Cellulose Gum, Citric Acid, Sodium Hyaluronate </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
URG0023,"<div id=""how-to-text""><p>After cleansing and toning, apply onto face and neck. Gently tap until fully absorbed. Follow with moisturizer. RECOMMENDATIONS: </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Opuntia Humifusa Flower/Stem Extract (92.6%)*, Pentylene Glycol, Betaine, Chamaecyparis Obtusa Leaf Extract, Hydrolyzed Quinoa, Sodium Hyaluronate, Calendula Officinalis Flower Extract*, Chamomilla Recutita (Matricaria) Flower Extract*, Rosa Rugosa Leaf Extract, Melissa Officinalis Leaf Extract, Sclerotium Gum, Aqua, (-)-alpha-bisabolol, Chamomilla Recutita (Matricaria) Flower Oil, Limonene (* Organic ingredient) </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
CSRX014,"<div id=""how-to-text""><p> Use daily as the last step of skincare. Take a small amount and massage onto face and neck. Gently tap until the cream is fully absorbed. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, Ethylhexyl Methoxycinnamate, Glycerin, Propylene Glycol, Cyclopentasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenzimidazole Sulfonic Acid, Dicaprylyl Carbonate, Isoamyl P-Methoxycinnamate, Potassium Cetyl Phosphate, Alcohol,Dimethicone, Glyceryl Stearate, Butylene Glycol, Titanium Dioxide, C14-22 Alcohols, Polymethyl Methacrylate, Cetearyl Alcohol, Aloe Arborescens Leaf Extract, Dipotassium Glycyrrhizate, Tocopheryl Acetate, Peg-100 Stearate, Silica, C12-20 Alkyl Glucoside, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Stearic Acid, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Xanthan Gum, Triethanolamine Sodium Hydroxide, Fragrance, Phenoxyethanol, Disodium EDTA </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
KLR043,"<div id=""how-to-text""> <p>Recommended for night use. 1) After cleansing, apply 3-4 drops of the Youth Activating Drop 2) After that, apply 3-4 drops of the Vitamin Drop. If your skin is sensitive: 1) After cleansing, apply 3-4 drops of the blue drop over concern areas. 2) After completing the first step and applying the toner, apply 3-4 drops of the vitamin drop. For very sensitive skin: Mix Klairs Freshly Juiced Vitamin Drop (vitamin C) with Klairs Soothing Serum.</p> <p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Please refer to each individual products</p> </div>"
PY0007,"<div id=""how-to-text""><p>Take a small amount of the product and then massage it gently all over the face. Gently pat and press until the gel is fully absorbed. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Astragalus Membranaceus Root Extract, Polysorbate 80, PEG-150 Distearate, 1,2-Hexanediol, Polysorbate 20, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Caprylate </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
